run_id,seed,fold,start_date,end_date,seconds,run_id,seed,signals.entry_z,signals.exit_z,signals.hard_stop_z,gates.fdr_alpha,gates.time_stop_multiple,gates.hl_min_days,gates.hl_max_days,risk.max_active_spreads,gates.adf_pvalue,Net Sharpe,Gross Sharpe,Net APR,Gross APR,Cost skip rate
047,300047,F3_2019_2020,2019-01-01,2020-12-31,6.458,047,300047,1.9625,0.4122,5,0.0815,3.0,3,60,6,0.1916,-0.6890577547830633,-0.6123635741051686,-0.01609859990830235,-0.014263682674527167,0.0
047,300047,F4_2020_2021,2020-01-01,2021-12-31,7.275,047,300047,1.9625,0.4122,5,0.0815,3.0,3,60,6,0.1916,-0.9103146118795467,-0.7412574054243124,-0.013948488043910504,-0.011282266741871836,0.0
047,300047,F5_2022_2023,2022-01-01,2023-12-31,5.824,047,300047,1.9625,0.4122,5,0.0815,3.0,3,60,6,0.1916,0.35300291836356,0.42666717019331796,0.009674225882822463,0.011658468477119231,0.0
048,300048,F1_2017_2018,2017-01-01,2018-12-31,5.451,048,300048,2.068,0.4854,5,0.1022,4.0,3,30,8,0.0326,0.01524060521485868,0.1056835839170265,0.0005317534456764818,0.00368528821255133,0.0
048,300048,F2_2018_2019,2018-01-01,2019-12-31,5.951,048,300048,2.068,0.4854,5,0.1022,4.0,3,30,8,0.0326,-1.0070027720718748,-0.855056437910458,-0.01947159736800175,-0.01649278221795474,0.0
048,300048,F3_2019_2020,2019-01-01,2020-12-31,6.781,048,300048,2.068,0.4854,5,0.1022,4.0,3,30,8,0.0326,-0.27385120739614344,-0.18561226926772093,-0.004855848462966011,-0.0032803755527734766,0.0
048,300048,F4_2020_2021,2020-01-01,2021-12-31,7.008,048,300048,2.068,0.4854,5,0.1022,4.0,3,30,8,0.0326,-1.0202461030949523,-0.8786272496489852,-0.018029752348872715,-0.015459026017636058,0.0
048,300048,F5_2022_2023,2022-01-01,2023-12-31,5.868,048,300048,2.068,0.4854,5,0.1022,4.0,3,30,8,0.0326,0.34576926586696144,0.41353261780774353,0.009024690496237745,0.010770144684512102,0.0
049,300049,F1_2017_2018,2017-01-01,2018-12-31,5.326,049,300049,1.8735,0.2671,6,0.0961,4.0,3,60,6,0.0787,0.02986014450919387,0.10155959978932555,0.0011872336215372232,0.004046186897478066,0.0
049,300049,F2_2018_2019,2018-01-01,2019-12-31,5.565,049,300049,1.8735,0.2671,6,0.0961,4.0,3,60,6,0.0787,-0.9647629851095549,-0.8104420025479266,-0.01926167528350251,-0.016133101906886615,0.0
049,300049,F3_2019_2020,2019-01-01,2020-12-31,6.665,049,300049,1.8735,0.2671,6,0.0961,4.0,3,60,6,0.0787,-0.7429086223984219,-0.6838911974128467,-0.022912874471779813,-0.021041616122603413,0.0
049,300049,F4_2020_2021,2020-01-01,2021-12-31,7.127,049,300049,1.8735,0.2671,6,0.0961,4.0,3,60,6,0.0787,-0.7145699835654177,-0.5776649100635264,-0.01394793009448387,-0.011263603932619097,0.0
049,300049,F5_2022_2023,2022-01-01,2023-12-31,5.721,049,300049,1.8735,0.2671,6,0.0961,4.0,3,60,6,0.0787,0.4690162092301441,0.5386107861046568,0.013761328722761725,0.01580181632527691,0.0
